,,,"East West University
Offered Courses (Fall - 25)",


Course,Section,Faculty,Capacity,Timing
INF7106,2,RAIYAN,0/40,SR 01:30 PM - 03:00 PM
INF7107,1,TBA,0/40,MW 08:30 AM - 10:00 AM
INF7107,2,TBA,0/40,MW 04:50 PM - 06:20 PM
INF7201,1,HNI,0/40,S 11:50 AM - 01:20 PM
INF7201,1,HNI,0/40,R 11:50 AM - 01:20 PM
INF7201,2,HNI,0/40,MW 03:10 PM - 04:40 PM
INF7202,1,ARSN,0/40,S 03:10 PM - 04:40 PM
INF7202,1,ARSN,0/40,R 03:10 PM - 04:40 PM
INF7202,2,ARSN,0/40,MW 03:10 PM - 04:40 PM
INF7204,1,RRN,0/40,T 03:10 PM - 04:40 PM
INF7204,1,RRN,0/40,S 03:10 PM - 04:40 PM
INF7204,2,RRN,0/40,MW 01:30 PM - 03:00 PM
INF7205,1,HNI,0/40,MW 11:50 AM - 01:20 PM
INF7205,2,HNI,0/40,S 03:10 PM - 04:40 PM
INF7205,2,HNI,0/40,R 03:10 PM - 04:40 PM
INF7206,1,DMRZ,0/40,MW 03:10 PM - 04:40 PM
INF7206,2,DMRZ,0/40,MW 04:50 PM - 06:20 PM
INF7210,1,TBA,0/40,MW 08:30 AM - 10:00 AM
INF7210,2,TBA,0/40,TR 04:50 PM - 06:20 PM

INF7304,1,DMSL,0/40,SR 11:50 AM - 01:20 PM
INF7305,1,TBA,0/40,S 03:10 PM - 04:40 PM
INF7305,1,TBA,0/40,R 03:10 PM - 04:40 PM
INF7306,1,RRN,0/40,R 01:30 PM - 03:00 PM
INF7306,1,RRN,0/40,S 01:30 PM - 03:00 PM
INF7306,2,RRN,0/40,MW 10:10 AM - 11:40 AM
INF7307,1,MNM,0/30,MW 01:30 PM - 03:00 PM
INF7307,1,MNM,0/30,R 08:00 AM - 10:00 AM
INF7307,2,MNM,0/30,R 10:10 AM - 11:40 AM
INF7307,2,MNM,0/30,MW 03:10 PM - 04:40 PM
INF7307,3,TBA,0/30,TR 04:50 PM - 06:20 PM
INF7307,3,TBA,0/30,R 08:00 AM - 10:00 AM
INF7309,1,RAISA,0/40,MW 03:10 PM - 04:40 PM
INF7401,1,RAIYAN,0/30,MW 08:30 AM - 10:00 AM
INF7401,1,RAIYAN,0/30,T 08:00 AM - 10:00 AM
ISL101,1,DDB,0/40,ST 10:10 AM - 11:40 AM
ISL101,2,DDB,0/40,MW 10:10 AM - 11:40 AM
ISL102,1,TBA,0/40,MW 08:30 AM - 10:00 AM
ISL102,2,TBA,0/40,MW 04:50 PM - 06:20 PM
ISL103,1,DMSL,0/40,MW 10:10 AM - 11:40 AM
ISL103,2,DMSL,0/40,SR 10:10 AM - 11:40 AM
ISL104,1,ARSN,0/40,S 11:50 AM - 01:20 PM
ISL104,1,ARSN,0/40,T 11:50 AM - 01:20 PM
ISL104,2,ARSN,0/40,MW 11:50 AM - 01:20 PM

ISL201,1,ARSN,0/40,S 03:10 PM - 04:40 PM
ISL201,1,ARSN,0/40,R 03:10 PM - 04:40 PM
ISL201,2,ARSN,0/40,MW 03:10 PM - 04:40 PM
ISL204,1,HNI,0/40,S 11:50 AM - 01:20 PM
ISL204,1,HNI,0/40,R 11:50 AM - 01:20 PM
ISL204,2,HNI,0/40,MW 03:10 PM - 04:40 PM
ISL206,1,RAIYAN,0/40,MW 11:50 AM - 01:20 PM
ISL206,2,RAIYAN,0/40,SR 01:30 PM - 03:00 PM
ISL207,1,DMRZ,0/40,MW 03:10 PM - 04:40 PM
ISL207,2,DMRZ,0/40,MW 04:50 PM - 06:20 PM
ISL301,1,RRN,0/40,S 03:10 PM - 04:40 PM
ISL301,1,RRN,0/40,T 03:10 PM - 04:40 PM
ISL301,2,RRN,0/40,MW 01:30 PM - 03:00 PM
ISL302,1,HNI,0/40,MW 11:50 AM - 01:20 PM
ISL302,2,HNI,0/40,S 03:10 PM - 04:40 PM
ISL302,2,HNI,0/40,R 03:10 PM - 04:40 PM
ISL303,1,RAISA,0/40,MW 03:10 PM - 04:40 PM
ISL305,1,TBA,0/40,S 03:10 PM - 04:40 PM
ISL305,1,TBA,0/40,R 03:10 PM - 04:40 PM
ISL306,1,RRN,0/40,S 01:30 PM - 03:00 PM
ISL306,1,RRN,0/40,R 01:30 PM - 03:00 PM
ISL306,2,RRN,0/40,MW 10:10 AM - 11:40 AM
ISL307,1,TBA,0/40,MW 08:30 AM - 10:00 AM
ISL309,1,MNM,0/30,MW 01:30 PM - 03:00 PM

ISL309,1,MNM,0/30,R 08:00 AM - 10:00 AM
ISL309,2,MNM,0/30,MW 03:10 PM - 04:40 PM
ISL309,2,MNM,0/30,R 10:10 AM - 11:40 AM
ISL309,3,TBA,0/30,R 08:00 AM - 10:00 AM
ISL309,3,TBA,0/30,TR 04:50 PM - 06:20 PM
ISL403,1,RAISA,0/40,SR 10:10 AM - 11:40 AM
ISL403,2,RAISA,0/40,MW 10:10 AM - 11:40 AM
ISL405,1,RAIYAN,0/30,MW 08:30 AM - 10:00 AM
ISL405,1,RAIYAN,0/30,T 08:00 AM - 10:00 AM
"LAW0421-10
1",1,ADRS,40/40,MW 01:00 PM - 02:15 PM
"LAW0421-10
1",2,ADRS,37/40,MW 11:35 AM - 12:50 PM
"LAW0421-10
2",1,AMF,40/42,TR 02:25 PM - 03:40 PM
"LAW0421-10
2",2,FRS,37/40,TR 11:35 AM - 12:50 PM
"LAW0421-10
4",1,NADIA,36/40,SW 11:35 AM - 12:50 PM
"LAW0421-10
4",2,PMEH,36/40,MW 03:50 PM - 05:05 PM
"LAW0421-10
7",1,SHSR,40/40,SW 11:35 AM - 12:50 PM
"LAW0421-10
7",2,FRS,36/40,ST 03:50 PM - 05:05 PM
"LAW0421-10
9",1,DMHN,42/42,MW 02:25 PM - 03:40 PM
"LAW0421-10
9",2,OISHE,30/40,ST 03:50 PM - 05:05 PM
"LAW0421-11
0",1,AMF,26/40,MW 02:25 PM - 03:40 PM
"LAW0421-11
0",2,AMF,44/44,T 01:00 PM - 02:15 PM
"LAW0421-11
0",2,AMF,44/44,R 01:00 PM - 02:15 PM
"LAW0421-11
1",1,MHSL,31/41,MW 03:50 PM - 05:05 PM
"LAW0421-11
1",2,MHSL,40/40,TR 03:50 PM - 05:05 PM

"LAW0421-11
5",1,NADIA,41/41,T 05:15 PM - 06:30 PM
"LAW0421-11
5",2,RMD,39/40,R 01:00 PM - 02:15 PM
"LAW0421-20
2",1,ADRS,32/40,MR 10:10 AM - 11:25 AM
"LAW0421-20
2",2,NADIA,24/40,MR 02:25 PM - 03:40 PM
"LAW0421-20
3",1,DNTM,38/40,ST 05:15 PM - 06:30 PM
"LAW0421-20
3",2,FRS,20/40,TR 01:00 PM - 02:15 PM
"LAW0421-20
7",1,SMUA,19/40,SW 03:50 PM - 05:05 PM
"LAW0421-20
7",2,FRS,36/41,M 03:50 PM - 05:05 PM
"LAW0421-20
7",2,FRS,36/41,W 03:50 PM - 05:05 PM
"LAW0421-21
0",1,RMD,27/40,ST 08:45 AM - 10:00 AM
"LAW0421-21
0",2,NBF,29/40,MW 11:35 AM - 12:50 PM
"LAW0421-21
2",1,SHSR,33/40,SW 02:25 PM - 03:40 PM
"LAW0421-21
2",2,SHSR,24/40,MR 02:25 PM - 03:40 PM
"LAW0421-21
5",1,SSB,19/40,MW 11:35 AM - 12:50 PM
"LAW0421-21
5",2,MN,39/40,TR 11:35 AM - 12:50 PM
"LAW0421-31
4",1,ADRS,32/40,ST 01:00 PM - 02:15 PM
"LAW0421-31
4",2,SMUA,18/40,TR 10:10 AM - 11:25 AM
LAW102,1,AMF,2/35,T 07:00 PM - 09:15 PM
LAW104,1,PMEH,8/40,T 07:00 PM - 09:15 PM
LAW106,1,OISHE,36/42,MW 05:15 PM - 06:30 PM
LAW106,2,OISHE,16/20,ST 05:15 PM - 06:30 PM
LAW108,1,NBF,44/44,TR 10:10 AM - 11:25 AM
LAW108,2,MN,39/41,MR 08:45 AM - 10:00 AM
LAW201,1,NBF,43/43,ST 11:35 AM - 12:50 PM

LAW202,1,TANBIR,14/40,MR 05:15 PM - 06:30 PM
LAW203,1,TBA,9/40,ST 07:40 PM - 09:10 PM
LAW204,1,NADIA,41/41,SW 02:25 PM - 03:40 PM
LAW204,2,NADIA,17/40,MR 11:35 AM - 12:50 PM
LAW206,1,SKMR,43/43,SW 08:45 AM - 10:00 AM
LAW206,2,SKMR,35/40,MR 05:15 PM - 06:30 PM
LAW207,1,FRS,42/42,M 02:25 PM - 03:40 PM
LAW207,1,FRS,42/42,R 02:25 PM - 03:40 PM
LAW207,2,SMUA,41/41,MW 01:00 PM - 02:15 PM
LAW208,1,SMUA,40/40,TR 01:00 PM - 02:15 PM
LAW208,2,RMD,31/40,MR 08:45 AM - 10:00 AM
LAW301,1,TANBIR,46/46,T 11:35 AM - 12:50 PM
LAW301,1,TANBIR,46/46,S 11:35 AM - 12:50 PM
LAW301,2,TANBIR,45/45,MW 08:45 AM - 10:00 AM
LAW302,1,SHSR,39/41,MW 01:00 PM - 02:15 PM
LAW303,1,SSB,37/40,S 03:50 PM - 05:05 PM
LAW303,1,SSB,37/40,T 03:50 PM - 05:05 PM
LAW303,2,SMUA,35/40,T 08:45 AM - 10:00 AM
LAW303,2,SMUA,35/40,R 08:45 AM - 10:00 AM
LAW304,1,NBF,37/40,MW 10:10 AM - 11:25 AM
LAW304,2,OISHE,38/40,ST 08:45 AM - 10:00 AM
LAW305,1,NAA,43/43,W 02:25 PM - 03:40 PM
LAW305,1,NAA,43/43,M 02:25 PM - 03:40 PM
LAW305,2,NAA,40/40,MW 05:15 PM - 06:30 PM

LAW306,1,MHSL,42/42,TR 05:15 PM - 06:30 PM
LAW306,2,SKMR,22/40,MR 08:45 AM - 10:00 AM
LAW307,1,RMD,40/40,MW 10:10 AM - 11:25 AM
LAW308,1,DMHN,43/43,MW 03:50 PM - 05:05 PM
LAW309,1,DNTM,44/44,ST 01:00 PM - 02:15 PM
LAW309,2,MN,40/40,MW 05:15 PM - 06:30 PM
LAW310,1,"SAMIDU
L",45/45,F 08:00 AM - 10:30 AM
LAW310,2,NADIA,42/42,ST 03:50 PM - 05:05 PM
LAW311,1,NAA,41/41,ST 10:10 AM - 11:25 AM
LAW311,2,NAA,42/42,T 03:50 PM - 05:05 PM
LAW311,2,NAA,42/42,R 03:50 PM - 05:05 PM
LAW312,1,DNTM,37/40,MW 01:00 PM - 02:15 PM
LAW312,2,RMD,41/41,SW 01:00 PM - 02:15 PM
LAW401,1,"SAMIDU
L",41/41,F 10:40 AM - 01:10 PM
LAW401,2,MN,24/40,ST 08:45 AM - 10:00 AM
LAW402,1,AMF,40/40,MW 03:50 PM - 05:05 PM
LAW402,2,SSB,35/40,MW 10:10 AM - 11:25 AM
LAW403,1,ADRS,40/40,ST 02:25 PM - 03:40 PM
LAW403,2,RMD,41/41,ST 11:35 AM - 12:50 PM
LAW404,1,TANBIR,23/40,MW 10:10 AM - 11:25 AM
LAW404,2,TANBIR,18/40,ST 10:10 AM - 11:25 AM
LAW405,1,MFQ,43/43,F 08:00 AM - 10:30 AM
LAW405,2,SSB,38/40,TR 10:10 AM - 11:25 AM
LAW406,1,TBA,60/60,A 05:00 PM - 07:30 PM

LAW407,1,NBF,45/45,R 11:35 AM - 12:50 PM
LAW407,1,NBF,45/45,R 01:00 PM - 02:15 PM
LAW407,2,MSAP,48/48,MW 05:15 PM - 06:30 PM
LAW408,1,SHSR,34/47,F 03:00 PM - 05:30 PM
LAW408,2,SHSR,18/30,F 05:40 PM - 08:40 PM
LAW409,1,AMF,30/47,A 10:50 AM - 01:20 PM
LAW409,2,AMF,20/30,A 01:30 PM - 04:00 PM
"LLM0421-95
01",1,SHUDA,0/40,A 03:30 PM - 06:30 PM
"LLM0421-95
02",1,PMEH,0/40,M 06:30 PM - 09:30 PM
"LLM0421-95
05",1,PMEH,0/40,W 06:30 PM - 09:30 PM
"LLM0421-95
08",1,DRIM,1/40,F 09:00 AM - 11:30 AM
"LLM0421-95
09",1,DMHN,0/40,R 06:30 PM - 09:30 PM
"LLM0421-95
10",1,CR,7/40,A 03:00 PM - 06:00 PM
"LLM0421-95
13",1,DNTM,7/40,W 06:30 PM - 09:30 PM
"LLM0421-95
14",1,DMHN,7/40,S 06:30 PM - 09:30 PM
"LLM0421-95
20",1,DNTM,10/40,R 06:30 PM - 09:30 PM
"LLM0421-95
21",1,DMHN,10/40,T 06:30 PM - 09:30 PM
ACT101,1,NHN,0/30,T 01:30 PM - 03:00 PM
ACT101,1,NHN,0/30,R 01:30 PM - 03:00 PM
ACT101,2,NHN,0/30,ST 11:50 AM - 01:20 PM
ACT101,3,THD,0/30,T 08:30 AM - 10:00 AM
ACT101,3,THD,0/30,R 08:30 AM - 10:00 AM
ACT101,4,MHRN,0/30,MW 01:30 PM - 03:00 PM
ACT101,5,MHRN,0/30,SR 01:30 PM - 03:00 PM

ACT101,6,MHRN,0/30,TR 08:30 AM - 10:00 AM
ACT101,7,TOMA,0/30,MW 11:50 AM - 01:20 PM
ACT101,8,TOMA,0/30,MW 03:10 PM - 04:40 PM
ACT101,9,TOMA,0/30,SR 04:50 PM - 06:20 PM
ACT101,10,FARIN,0/30,MW 10:10 AM - 11:40 AM
ACT101,11,FARIN,0/30,SR 01:30 PM - 03:00 PM
ACT101,12,TBA,0/0,S 03:10 PM - 04:40 PM
ACT101,12,TBA,0/0,T 03:10 PM - 04:40 PM
ACT101,13,TBA,0/0,ST 04:50 PM - 06:20 PM
ACT201,1,MRDI,0/30,MW 10:10 AM - 11:40 AM
ACT201,2,MRDI,0/30,ST 10:10 AM - 11:40 AM
ACT201,3,ZMD,0/30,MW 10:10 AM - 11:40 AM
ACT201,4,ZMD,0/30,MW 11:50 AM - 01:20 PM
ACT201,5,NHN,0/30,MW 01:30 PM - 03:00 PM
ACT201,6,NHN,0/30,MW 11:50 AM - 01:20 PM
ACT201,7,THD,0/30,ST 10:10 AM - 11:40 AM
ACT201,8,TOMA,0/30,TR 03:10 PM - 04:40 PM
ACT201,9,DMJS,0/30,MW 03:10 PM - 04:40 PM
ACT201,10,DMJS,0/30,MW 04:50 PM - 06:20 PM
ACT201,11,TBA,0/0,MW 08:30 AM - 10:00 AM
ACT201,12,TBA,0/0,MW 10:10 AM - 11:40 AM
ACT311,1,THD,0/30,MW 10:10 AM - 11:40 AM
ACT311,2,THD,0/30,MW 11:50 AM - 01:20 PM
ACT411,1,DACY,0/30,MW 01:30 PM - 03:00 PM

ACT411,2,MSQI,0/30,ST 11:50 AM - 01:20 PM
ACT421,1,ZMD,0/30,ST 10:10 AM - 11:40 AM
ACT421,2,ZMD,0/30,ST 11:50 AM - 01:20 PM
ACT427,1,MHRN,0/30,ST 03:10 PM - 04:40 PM
ACT433,1,MSQI,0/30,MW 10:10 AM - 11:40 AM
ACT436,1,DACY,0/30,MW 11:50 AM - 01:20 PM
ACT440,1,NCS,0/30,TR 10:10 AM - 11:40 AM
ACT441,1,NCS,0/30,MW 10:10 AM - 11:40 AM
ACT441,2,NCS,0/30,MW 11:50 AM - 01:20 PM
BUS101,1,KH,0/30,TR 01:30 PM - 03:00 PM
BUS101,2,MAHN,0/0,TR 03:10 PM - 04:40 PM
BUS101,3,MAHN,0/0,TR 04:50 PM - 06:20 PM
BUS101,4,MHMI,0/0,ST 08:30 AM - 10:00 AM
BUS101,5,MHMI,0/0,ST 10:10 AM - 11:40 AM
BUS101,6,TBA,0/0,MW 03:10 PM - 04:40 PM
BUS101,7,TBA,0/0,MW 04:50 PM - 06:20 PM
BUS101,8,TBA,0/0,S 08:30 AM - 10:00 AM
BUS101,8,TBA,0/0,T 08:30 AM - 10:00 AM
BUS101,9,TBA,0/0,T 10:10 AM - 11:40 AM
BUS101,9,TBA,0/0,S 10:10 AM - 11:40 AM
BUS101,10,TBA,0/0,R 11:50 AM - 01:20 PM
BUS101,10,TBA,0/0,T 11:50 AM - 01:20 PM
BUS231,1,KH,0/30,ST 11:50 AM - 01:20 PM
BUS231,2,KB,0/30,MW 11:50 AM - 01:20 PM

BUS231,3,KB,0/30,MW 03:10 PM - 04:40 PM
BUS231,4,"ASIFSA
MI",0/30,MW 08:30 AM - 10:00 AM
BUS231,5,SDRN,0/30,ST 08:30 AM - 10:00 AM
BUS231,6,SDRN,0/30,SR 10:10 AM - 11:40 AM
BUS231,7,SDRN,0/30,MW 01:30 PM - 03:00 PM
BUS231,8,DMFI,0/30,SR 08:30 AM - 10:00 AM
BUS231,9,DMFI,0/30,SR 10:10 AM - 11:40 AM
BUS361,1,MHSL,0/30,ST 08:30 AM - 10:00 AM
BUS361,2,MHSL,0/30,S 01:30 PM - 03:00 PM
BUS361,2,MHSL,0/30,T 01:30 PM - 03:00 PM
BUS361,3,MN,0/30,MW 11:50 AM - 01:20 PM
BUS361,4,TBA,0/30,S 01:30 PM - 03:00 PM
BUS361,4,TBA,0/30,R 01:30 PM - 03:00 PM
BUS361,5,TBA,0/30,ST 08:30 AM - 10:00 AM
BUS361,6,TBA,0/30,MW 08:30 AM - 10:00 AM
BUS361,7,NAA,0/30,TR 01:30 PM - 03:00 PM
BUS361,8,TBA,0/0,T 11:50 AM - 01:20 PM
BUS361,8,TBA,0/0,R 11:50 AM - 01:20 PM
BUS498,1,TBA,0/30,F 08:00 AM - 09:00 AM
BUS499,1,TBA,0/30,A 08:00 AM - 09:00 AM
ESR7101,1,KB,0/30,S 11:50 AM - 01:20 PM
ESR7101,1,KB,0/30,T 11:50 AM - 01:20 PM
ESR7101,2,KB,0/30,ST 03:10 PM - 04:40 PM
ESR7101,3,MSHS,0/30,MW 08:30 AM - 10:00 AM

ESR7101,4,MSHS,0/30,MW 10:10 AM - 11:40 AM
ESR7101,5,USN,0/30,SR 04:50 PM - 06:20 PM
ESR7101,6,USN,0/30,MW 01:30 PM - 03:00 PM
ESR7101,7,TNI,0/30,MW 11:50 AM - 01:20 PM
ESR7101,8,TNI,0/30,MW 03:10 PM - 04:40 PM
ESR7101,9,"KAWSA
R",0/30,SR 01:30 PM - 03:00 PM
ESR7101,10,"KAWSA
R",0/30,ST 04:50 PM - 06:20 PM
ESR7101,11,JMA,0/30,MW 10:10 AM - 11:40 AM
ESR7101,12,JMA,0/30,MW 01:30 PM - 03:00 PM
ESR7101,13,TBA,0/0,R 08:30 AM - 10:00 AM
ESR7101,13,TBA,0/0,S 08:30 AM - 10:00 AM
ESR7101,14,TBA,0/0,R 10:10 AM - 11:40 AM
ESR7101,14,TBA,0/0,S 10:10 AM - 11:40 AM
FIN101,1,DSBA,0/30,S 10:10 AM - 11:40 AM
FIN101,1,DSBA,0/30,T 10:10 AM - 11:40 AM
FIN101,2,DSBA,0/30,T 11:50 AM - 01:20 PM
FIN101,2,DSBA,0/30,S 11:50 AM - 01:20 PM
FIN101,3,MMUF,0/30,MW 08:30 AM - 10:00 AM
FIN101,4,RJ,0/30,MW 01:30 PM - 03:00 PM
FIN101,5,RJ,0/30,MW 03:10 PM - 04:40 PM
FIN101,6,"ASIFSA
MI",0/30,MW 11:50 AM - 01:20 PM
FIN101,7,MFM,0/30,MW 08:30 AM - 10:00 AM
FIN101,8,MFM,0/30,TR 04:50 PM - 06:20 PM
FIN101,9,ZZH,0/30,SR 10:10 AM - 11:40 AM

FIN101,10,ZZH,0/30,SR 08:30 AM - 10:00 AM
FIN101,11,TBA,0/0,T 03:10 PM - 04:40 PM
FIN101,11,TBA,0/0,R 03:10 PM - 04:40 PM
FIN101,12,TBA,0/0,R 04:50 PM - 06:20 PM
FIN101,12,TBA,0/0,T 04:50 PM - 06:20 PM
FIN101,13,TBA,0/0,MW 01:30 PM - 03:00 PM
FIN201,1,MMUF,0/30,SR 08:30 AM - 10:00 AM
FIN201,2,MMUF,0/30,ST 11:50 AM - 01:20 PM
FIN201,3,RJ,0/30,S 01:30 PM - 03:00 PM
FIN201,3,RJ,0/30,R 01:30 PM - 03:00 PM
FIN201,4,RJ,0/30,TR 03:10 PM - 04:40 PM
FIN201,5,MFM,0/30,SR 03:10 PM - 04:40 PM
FIN201,6,MFM,0/30,MW 11:50 AM - 01:20 PM
FIN201,7,ZZH,0/30,MW 03:10 PM - 04:40 PM
FIN201,8,ZZH,0/30,MW 04:50 PM - 06:20 PM
FIN201,9,TBA,0/0,S 03:10 PM - 04:40 PM
FIN201,9,TBA,0/0,R 03:00 PM - 04:40 PM
FIN201,10,TBA,0/0,S 04:50 PM - 06:20 PM
FIN201,10,TBA,0/0,R 04:50 PM - 06:20 PM
FIN335,1,MNS,0/30,S 11:50 AM - 01:20 PM
FIN335,1,MNS,0/30,T 11:50 AM - 01:20 PM
FIN335,2,MNS,0/30,TR 08:30 AM - 10:00 AM
FIN350,1,LVD,0/30,S 10:10 AM - 11:40 AM
FIN350,1,LVD,0/30,T 10:10 AM - 11:40 AM

FIN380,1,ARIFUL,0/30,TR 03:10 PM - 04:40 PM
FIN408,1,QSS,0/30,MW 08:30 AM - 10:00 AM
FIN410,1,QSS,0/30,TR 08:30 AM - 10:00 AM
FIN425,1,LVD,0/30,MW 10:10 AM - 11:40 AM
FIN425,2,MRM,0/30,ST 10:10 AM - 11:40 AM
FIN430,1,LVD,0/30,MW 11:50 AM - 01:20 PM
FIN435,1,TAC,0/30,ST 01:30 PM - 03:00 PM
FIN435,2,DSBA,0/30,MW 10:10 AM - 11:40 AM
FIN465,1,TAC,0/30,MW 01:30 PM - 03:00 PM
FIN475,1,MMUF,0/30,MW 10:10 AM - 11:40 AM
HRM301,1,TPE,0/30,T 01:30 PM - 03:00 PM
HRM301,1,TPE,0/30,R 01:30 PM - 03:00 PM
HRM301,2,ADAS,0/30,MW 01:30 PM - 03:00 PM
HRM301,3,"SHARN
A",0/30,SR 01:30 PM - 03:00 PM
HRM301,4,"SHARN
A",0/30,MW 01:30 PM - 03:00 PM
HRM301,5,"SHARN
A",0/30,MW 04:50 PM - 06:20 PM
HRM301,6,FARIN,0/30,SR 08:30 AM - 10:00 AM
HRM301,7,FARIN,0/30,MW 08:30 AM - 10:00 AM
HRM411,1,RUA,0/30,MW 11:50 AM - 01:20 PM
HRM411,2,TPE,0/30,T 11:50 AM - 01:20 PM
HRM411,2,TPE,0/30,S 11:50 AM - 01:20 PM
HRM412,1,MARS,0/30,MW 03:10 PM - 04:40 PM
HRM412,2,TPE,0/30,MW 11:50 AM - 01:20 PM
HRM413,1,RUA,0/30,MW 01:30 PM - 03:00 PM

HRM413,2,MARS,0/30,ST 03:10 PM - 04:40 PM
HRM415,1,SVA,0/30,ST 03:10 PM - 04:40 PM
HRM417,1,ADAS,0/30,ST 10:10 AM - 11:40 AM
HRM421,1,SVA,0/30,MW 03:10 PM - 04:40 PM
HRM422,1,"SHARN
A",0/30,SR 10:10 AM - 11:40 AM
HRM424,1,ADAS,0/30,MW 10:10 AM - 11:40 AM
ISCM101,1,MAH,0/0,F 09:00 AM - 01:00 PM
ISCM101,1,MAH,0/0,A 09:00 AM - 01:00 PM
ITB301,1,JU,0/30,TR 10:10 AM - 11:40 AM
ITB301,2,MSHS,0/30,ST 04:50 PM - 06:20 PM
ITB301,3,TNI,0/30,SR 11:50 AM - 01:20 PM
ITB301,4,TNI,0/30,TR 03:10 PM - 04:40 PM
ITB301,5,JMA,0/30,SR 01:30 PM - 03:00 PM
ITB301,6,JMA,0/30,SR 10:10 AM - 11:40 AM
MGT101,1,FF,0/30,ST 01:30 PM - 03:00 PM
MGT101,2,KH,0/30,MW 03:10 PM - 04:40 PM
MGT101,3,MSHS,0/30,TR 03:10 PM - 04:40 PM
MGT101,4,USN,0/30,TR 03:10 PM - 04:40 PM
MGT101,5,USN,0/30,MW 10:10 AM - 11:40 AM
MGT101,6,SDRN,0/30,MW 04:50 PM - 06:20 PM
MGT101,7,"KAWSA
R",0/30,MW 11:50 AM - 01:20 PM
MGT101,8,"KAWSA
R",0/30,MW 03:10 PM - 04:40 PM
MGT251,1,FF,0/30,MW 01:30 PM - 03:00 PM
MGT251,2,KH,0/30,MW 11:50 AM - 01:20 PM

MGT251,3,SVA,0/30,SR 01:30 PM - 03:00 PM
MGT251,4,SVA,0/30,MW 11:50 AM - 01:20 PM
MGT251,5,TPE,0/30,MW 03:10 PM - 04:40 PM
MGT251,6,ADAS,0/30,SR 01:30 PM - 03:00 PM
MGT251,7,MMHN,0/30,ST 03:10 PM - 04:40 PM
MGT251,8,MMHN,0/30,ST 04:50 PM - 06:20 PM
MGT251,9,TBA,0/0,T 08:30 AM - 10:00 AM
MGT251,9,TBA,0/0,R 08:30 AM - 10:00 AM
MGT251,10,TBA,0/0,R 10:10 AM - 11:40 AM
MGT251,10,TBA,0/0,T 10:10 AM - 11:40 AM
MGT337,1,SAM,0/30,MW 10:10 AM - 11:40 AM
MGT337,2,SNS,0/30,R 01:30 PM - 03:00 PM
MGT337,2,SNS,0/30,S 01:30 PM - 03:00 PM
MGT337,3,SNS,0/30,TR 03:10 PM - 04:40 PM
MGT337,4,"ASIFSA
MI",0/30,T 08:30 AM - 10:00 AM
MGT337,4,"ASIFSA
MI",0/30,R 08:30 AM - 10:00 AM
MGT337,5,"ASIFSA
MI",0/30,SR 10:10 AM - 11:40 AM
MGT337,6,AHNAF,0/30,TR 08:30 AM - 10:00 AM
MGT337,7,AHNAF,0/30,TR 10:10 AM - 11:40 AM
MGT421,1,DC,0/30,MW 11:50 AM - 01:20 PM
MGT480,1,JU,0/30,MW 01:30 PM - 03:00 PM
MGT480,2,JU,0/30,TR 01:30 PM - 03:00 PM
MGT480,3,FF,0/30,MW 11:50 AM - 01:20 PM
MGT480,4,RUA,0/30,TR 01:30 PM - 03:00 PM

MGT480,5,MSIF,0/30,ST 03:10 PM - 04:40 PM
MGT480,6,MSIF,0/30,ST 04:50 PM - 06:20 PM
MGT480,7,TBA,0/0,MW 11:50 AM - 01:20 PM
MIS101,1,BHE,0/30,M 01:30 PM - 03:00 PM
MIS101,1,BHE,0/30,W 01:30 PM - 03:00 PM
MIS101,2,BHE,0/30,R 01:30 PM - 03:00 PM
MIS101,2,BHE,0/30,T 01:30 PM - 03:00 PM
MIS101,3,MUNIRA,0/30,T 03:10 PM - 04:40 PM
MIS101,3,MUNIRA,0/30,R 03:10 PM - 04:40 PM
MIS101,4,MUNIRA,0/30,R 04:50 PM - 06:20 PM
MIS101,4,MUNIRA,0/30,S 04:50 PM - 06:20 PM
MIS101,5,ARIF,0/30,S 01:30 PM - 03:00 PM
MIS101,5,ARIF,0/30,T 01:30 PM - 03:00 PM
MIS101,6,ARIF,0/30,S 04:50 PM - 06:20 PM
MIS101,6,ARIF,0/30,T 04:50 PM - 06:20 PM
MIS101,7,TBA,0/0,MW 03:10 PM - 04:40 PM
MIS101,8,TBA,0/0,MW 04:50 PM - 06:20 PM
MIS101,9,TBA,0/0,S 08:30 AM - 10:00 AM
MIS101,9,TBA,0/0,R 08:30 AM - 10:00 AM
MIS101,10,TBA,0/0,S 10:10 AM - 11:40 AM
MIS101,10,TBA,0/0,R 10:10 AM - 11:20 AM
MIS305,1,ASM,0/30,SR 10:10 AM - 11:40 AM
MIS305,2,MARN,0/30,MW 01:30 PM - 03:00 PM
MIS305,3,BHE,0/30,ST 11:50 AM - 01:20 PM

MIS305,4,BHE,0/30,MW 11:50 AM - 01:20 PM
MIS305,5,MUNIRA,0/30,W 04:50 PM - 06:20 PM
MIS305,5,MUNIRA,0/30,M 04:50 PM - 06:20 PM
MIS305,6,MUNIRA,0/30,W 03:10 PM - 04:40 PM
MIS305,6,MUNIRA,0/30,M 03:10 PM - 04:40 PM
MIS305,7,TBA,0/0,MW 08:30 AM - 10:00 AM
MIS305,8,TBA,0/0,MW 10:10 AM - 11:40 AM
MIS401,1,MMRN,0/30,MW 10:10 AM - 11:40 AM
